#{"t_start": 1790202046.5118334, "env_id": "None"}
r,l,t
266.8192,199,2023.324866
283.41748,199,2023.492277
284.39465,199,2023.810693
285.5206,199,2024.094138
268.85452,199,2024.290373
271.3005,199,2024.655902
266.39084,199,2024.926373
284.58313,199,2024.943147
300.80753,199,2025.418202
277.26263,199,2025.434817
271.3499,199,2026.457578
270.9858,199,2026.60814
265.81534,199,2026.912204
284.40198,199,2027.17147
278.61227,199,2027.356899
268.83728,199,2027.688721
283.55453,199,2027.966451
265.7094,199,2027.983198
280.64682,199,2028.457286
291.75262,199,2028.472309
274.80304,199,2029.499467
274.60406,199,2029.651143
277.292,199,2029.960327
279.1785,199,2030.230082
261.846,199,2030.412871
282.9208,199,2030.753761
255.59207,199,2031.033866
277.97305,199,2031.049298
270.34714,199,2031.529096
243.45186,199,2031.546164
289.5017,199,2032.576315
279.79953,199,2032.729823
260.73135,199,2033.030582
284.4022,199,2033.287552
281.7622,199,2033.47382
272.73117,199,2035.395355
274.1948,199,2035.670961
285.4422,199,2035.687907
271.1151,199,2036.166122
275.17432,199,2036.18077
292.0417,199,2037.196597
279.022,199,2037.351981
267.7096,199,2037.656412
252.18726,199,2037.919867
262.59177,199,2038.104182
285.5877,199,2038.445881
243.23647,199,2038.720375
288.06244,199,2038.735031
261.00443,199,2039.206675
270.10507,199,2039.222154
276.63474,199,2050.045457
286.111,199,2050.19784
271.77478,199,2050.501926
260.54028,199,2050.766551
255.5619,199,2050.951785
281.49298,199,2051.297326
281.9372,199,2051.576092
286.45593,199,2051.592005
282.22,199,2052.072927
302.09695,199,2052.089559
277.81424,199,2053.13526
287.1165,199,2053.288957
287.8973,199,2053.602847
286.07285,199,2053.867138
285.54,199,2054.049329
294.61252,199,2054.387538
278.4968,199,2054.672418
264.29285,199,2054.689792
274.1664,199,2055.169546
285.90067,199,2055.186098
280.41626,199,2056.236829
289.7753,199,2056.393622
278.20593,199,2056.705786
278.37308,199,2056.970264
300.01447,199,2057.15758
285.28085,199,2057.497465
287.9535,199,2057.783304
276.89224,199,2057.799351
250.17075,199,2058.289894
280.29355,199,2058.305579
260.1138,199,2059.339179
295.45404,199,2059.497795
279.65717,199,2059.809295
302.48798,199,2060.076859
293.7368,199,2060.264746
256.0051,199,2060.600581
289.65796,199,2062.479789
282.11557,199,2062.495414
247.06128,199,2062.969462
267.1366,199,2062.983806
279.188,199,2064.004177
278.4146,199,2064.171859
287.4826,199,2064.495072
277.90805,199,2064.775505
289.20038,199,2064.971673
272.43976,199,2065.337844
287.46054,199,2065.639698
284.91,199,2065.656411
284.26352,199,2066.139482
265.81223,199,2066.154598
295.56476,199,2067.179453
288.47415,199,2067.336719
290.83798,199,2067.645772
256.8764,199,2067.911954
270.15564,199,2068.092663
275.46304,199,2068.435783
282.85672,199,2068.709397
287.57144,199,2068.725189
284.6109,199,2069.218759
261.19586,199,2069.234634
286.56616,199,2070.271499
275.65515,199,2070.42467
270.49503,199,2070.72787
278.90427,199,2070.993495
302.23944,199,2071.180981
287.2762,199,2071.520017
274.26675,199,2071.799934
277.3527,199,2071.815243
281.0494,199,2072.304862
279.19333,199,2072.321216
286.4299,199,2073.344013
289.3448,199,2073.497495
279.9953,199,2073.806496
269.33463,199,2074.066288
284.21176,199,2074.252023
290.3458,199,2074.588979
298.06793,199,2074.869802
267.01526,199,2074.885167
290.8094,199,2075.387852
271.08386,199,2075.404915
278.74557,199,2076.484449
281.41992,199,2076.6429
290.19595,199,2076.954816
271.03656,199,2077.216948
272.03387,199,2077.403373
297.18915,199,2077.753465
283.5365,199,2079.630863
282.9529,199,2079.647019
268.6087,199,2080.144187
266.95285,199,2080.160836
278.8562,199,2081.21883
296.75638,199,2081.370471
290.38757,199,2081.675915
277.4701,199,2081.935435
281.72528,199,2082.115911
290.26913,199,2082.460955
286.31305,199,2082.777136
261.1574,199,2082.795699
269.38077,199,2083.303959
272.9598,199,2083.321608
291.54968,199,2094.674562
278.9559,199,2094.822867
287.1355,199,2095.131057
304.7526,199,2095.400793
285.5029,199,2095.588789
286.58423,199,2095.937616
280.69568,199,2096.223656
270.39957,199,2096.241132
296.7381,199,2096.733959
288.19788,199,2096.750059
293.17105,199,2097.800295
288.49918,199,2097.958855
289.45584,199,2098.274048
289.43112,199,2098.542932
279.07364,199,2098.733346
306.75943,199,2099.084351
294.9275,199,2099.36518
293.85614,199,2099.380924
277.86978,199,2099.869394
279.93448,199,2099.885068
277.56158,199,2100.93685
301.0554,199,2101.095029
298.18884,199,2101.414754
297.80106,199,2101.68221
291.31284,199,2101.873817
289.02704,199,2102.223535
287.96933,199,2102.507218
285.5031,199,2102.522921
291.36194,199,2103.0157
283.14606,199,2103.03229
282.11963,199,2104.080001
261.3985,199,2104.238848
302.5774,199,2104.554384
284.30823,199,2104.821599
300.09903,199,2105.01546
276.82242,199,2105.357189
301.80896,199,2107.241499
288.76285,199,2107.257679
281.93732,199,2107.741553
292.3297,199,2107.757792
308.89044,199,2108.86119
275.9178,199,2109.027105
296.66333,199,2109.351693
291.22757,199,2109.635411
290.78436,199,2109.82947
267.05368,199,2110.197955
282.52612,199,2110.498
291.58237,199,2110.515724
284.2768,199,2111.031495
293.18912,199,2111.047347
287.57022,199,2112.148919
298.82043,199,2112.313298
295.72928,199,2112.645226
292.11282,199,2112.92955
297.01315,199,2113.128258
293.19403,199,2113.500234
283.23703,199,2113.798849
292.76868,199,2113.815026
298.6867,199,2114.336484
277.69324,199,2114.353835
302.47183,199,2115.419629
305.15845,199,2115.577257
289.3404,199,2115.880825
277.6225,199,2116.143942
289.8508,199,2116.328744
295.88675,199,2116.675449
274.2987,199,2116.954127
293.54782,199,2116.971281
290.90717,199,2117.456432
284.1246,199,2117.472207
294.54648,199,2118.528073
284.977,199,2118.694105
282.5166,199,2119.024292
295.1241,199,2119.310837
289.04037,199,2119.511755
291.84042,199,2119.879543
293.69092,199,2120.180326
286.6961,199,2120.196815
280.1921,199,2120.718755
292.93893,199,2120.734324
307.63943,199,2121.78467
268.3536,199,2121.943973
271.45065,199,2122.258105
294.95016,199,2122.5351
288.62622,199,2122.722636
295.38513,199,2123.067945
267.35696,199,2124.93505
281.38245,199,2124.951539
290.1285,199,2125.42855
294.7182,199,2125.444627
296.5799,199,2126.464031
285.18936,199,2126.619156
275.98672,199,2126.932591
304.03027,199,2127.190926
282.2123,199,2127.373444
276.61203,199,2127.712985
307.6185,199,2127.985349
286.95383,199,2128.001055
288.13748,199,2128.478256
306.6214,199,2128.493415
292.39578,199,2129.530978
293.5267,199,2129.683209
299.56082,199,2129.984134
304.96152,199,2130.249459
281.6782,199,2140.437383
298.7287,199,2140.934385
309.20718,199,2141.215529
311.5002,199,2141.231978
284.21133,199,2141.714036
296.88443,199,2141.730394
298.11313,199,2142.850993
305.89694,199,2143.032416
291.55325,199,2143.380732
302.07706,199,2143.65977
306.3198,199,2143.84843
305.38065,199,2144.209625
305.6765,199,2144.499755
307.5946,199,2144.515294
290.6406,199,2145.008998
312.10806,199,2145.024901
275.7971,199,2146.083513
296.89896,199,2146.243395
301.88687,199,2146.552476
306.6433,199,2146.823906
297.32635,199,2147.01561
313.3524,199,2147.357785
300.2082,199,2147.641179
307.34476,199,2147.657936
311.64502,199,2148.131758
297.02692,199,2148.147435
305.78656,199,2149.23265
310.58057,199,2149.402729
303.6237,199,2149.733532
285.30032,199,2150.016438
304.67712,199,2150.2198
291.5926,199,2150.589285
296.38654,199,2150.892901
306.32642,199,2150.910862
306.41263,199,2153.004871
305.43436,199,2153.021629
298.5553,199,2154.121011
299.04996,199,2154.284636
300.80896,199,2154.619007
296.61456,199,2154.89711
306.77048,199,2155.098794
308.56107,199,2155.459249
298.86105,199,2155.758345
295.12323,199,2155.775562
280.4614,199,2156.294748
309.88336,199,2156.311972
290.15018,199,2157.412216
297.33905,199,2157.582196
311.267,199,2157.910106
297.74295,199,2158.193773
301.37497,199,2158.390805
305.9321,199,2158.755053
309.30975,199,2159.053622
302.30002,199,2159.070265
288.80133,199,2159.578978
290.4409,199,2159.596276
309.36404,199,2160.696471
292.21793,199,2160.847575
295.16766,199,2161.159888
291.39886,199,2161.430578
311.15576,199,2161.633485
293.21002,199,2162.004414
295.4865,199,2162.306061
291.74872,199,2162.322885
308.98245,199,2162.847957
303.11188,199,2162.864875
300.38895,199,2163.969316
299.74023,199,2164.135532
301.911,199,2164.469247
297.55563,199,2164.754238
301.78012,199,2164.956259
303.59628,199,2165.319636
312.9689,199,2165.615906
296.62772,199,2165.632001
309.96094,199,2166.153972
284.0859,199,2166.171477
299.19736,199,2167.232274
282.5483,199,2167.388144
300.6712,199,2167.699003
298.776,199,2167.957851
286.66888,199,2168.15455
309.48886,199,2168.525372
303.5626,199,2168.823662
296.84525,199,2168.840125
300.4217,199,2170.935691
301.73322,199,2170.952459
314.99878,199,2172.047952
300.89368,199,2172.217452
311.4412,199,2172.546894
293.89935,199,2172.82788
315.72757,199,2173.024507
288.45532,199,2173.392313
291.5031,199,2173.688853
292.6869,199,2173.706002
305.4995,199,2174.217297
291.02228,199,2174.234551
286.9022,199,2175.342657
304.9986,199,2175.510596
315.6392,199,2175.844491
309.49002,199,2176.126109
301.55798,199,2176.326732
291.691,199,2176.691718
295.1025,199,2176.991569
308.34128,199,2177.008004
294.0974,199,2187.596574
293.4544,199,2187.611662
308.07565,199,2188.651549
299.51654,199,2188.809823
298.34363,199,2189.121364
298.6515,199,2189.402833
304.22205,199,2189.608525
300.70715,199,2189.981509
295.0862,199,2190.281994
307.40283,199,2190.298462
305.52197,199,2190.812
298.3462,199,2190.828818
299.52963,199,2191.947039
293.57962,199,2192.115684
301.17023,199,2192.454158
312.93704,199,2192.739563
292.53818,199,2192.936145
308.35715,199,2193.305302
287.12622,199,2193.602967
305.23712,199,2193.619588
300.3796,199,2194.140833
287.05115,199,2194.159168
301.4104,199,2195.271072
304.32156,199,2195.435954
292.88028,199,2195.770695
312.57895,199,2196.048746
301.04993,199,2196.24782
302.7248,199,2196.624169
305.492,199,2196.929833
291.53665,199,2196.947629
300.49893,199,2199.060889
292.79385,199,2199.078111
312.756,199,2200.191441
301.30588,199,2200.350663
297.72635,199,2200.680456
305.41025,199,2200.960646
309.55432,199,2201.160456
308.42813,199,2201.535582
304.2127,199,2201.835217
306.1983,199,2201.851656
293.55026,199,2202.364235
297.367,199,2202.380635
293.1061,199,2203.485555
281.28668,199,2203.659433
310.41028,199,2203.994367
303.00513,199,2204.278433
303.4772,199,2204.479356
293.70926,199,2204.851941
303.78323,199,2205.149271
294.32874,199,2205.164348
292.01447,199,2205.635851
300.47635,199,2205.651523
292.32227,199,2206.688458
289.8597,199,2206.854402
296.2889,199,2207.190835
304.98618,199,2207.461943
299.9081,199,2207.6521
303.76987,199,2208.001361
300.29483,199,2208.291124
308.07532,199,2208.307886
318.23245,199,2208.817392
296.23096,199,2208.833547
298.92538,199,2209.99562
291.39774,199,2210.159143
317.40695,199,2210.482548
301.75836,199,2210.767231
284.6629,199,2210.980231
303.2871,199,2211.348568
303.46832,199,2211.647978
293.1642,199,2211.663807
316.10208,199,2212.177535
292.8261,199,2212.194277
304.96872,199,2213.328631
296.61642,199,2213.490493
305.82452,199,2213.817235
305.27945,199,2214.096254
301.97992,199,2214.294258
304.81638,199,2214.665
317.86047,199,2214.965304
299.10184,199,2214.983547
311.11435,199,2217.11725
296.99286,199,2217.133978
302.55588,199,2218.201818
297.3858,199,2218.366256
309.32764,199,2218.696244
296.2975,199,2218.992161
298.69547,199,2219.197325
313.54828,199,2219.584778
307.58087,199,2219.90544
300.6018,199,2219.92355
299.68738,199,2220.46748
288.96783,199,2220.484529
310.71933,199,2221.593085
298.915,199,2221.766271
297.49258,199,2222.099075
305.44177,199,2222.379229
286.17383,199,2222.58226
295.85944,199,2222.95168
306.00763,199,2223.251291
317.24936,199,2223.268647
298.44244,199,2223.78765
307.80533,199,2223.804638
294.64325,199,2235.959755
307.2433,199,2236.127956
302.3512,199,2236.450253
294.43588,199,2236.733554
302.03534,199,2236.927288
310.21915,199,2237.299767
316.06436,199,2237.605739
314.8398,199,2237.624225
304.10458,199,2238.128325
307.6461,199,2238.145846
302.8484,199,2239.23386
309.26352,199,2239.397306
308.46286,199,2239.719713
303.65424,199,2239.999964
309.25626,199,2240.192692
311.7865,199,2240.549502
305.3738,199,2240.837829
311.24146,199,2240.854359
307.90173,199,2241.344828
310.63306,199,2241.360878
315.8131,199,2242.419823
302.92053,199,2242.57831
307.56958,199,2242.895483
314.5196,199,2243.174475
303.87018,199,2243.366117
314.36673,199,2243.712751
306.4673,199,2244.005463
316.97452,199,2244.021446
315.03094,199,2246.129605
318.35605,199,2246.14731
316.34528,199,2247.210156
306.76605,199,2247.362028
313.31845,199,2247.676375
311.71936,199,2247.942124
305.21988,199,2248.132444
306.01526,199,2248.485563
307.92172,199,2248.768587
316.61404,199,2248.783855
316.51996,199,2249.279159
305.90738,199,2249.295041
320.3765,199,2250.347902
295.0456,199,2250.503078
306.36624,199,2250.818684
312.63403,199,2251.089557
319.78214,199,2251.276
302.55496,199,2251.624564
312.94675,199,2251.910724
312.5725,199,2251.9261
310.19086,199,2252.409549
316.52588,199,2252.426681
307.241,199,2253.466945
305.91446,199,2253.624887
308.48126,199,2253.938276
310.08368,199,2254.202542
304.01303,199,2254.39741
297.90918,199,2254.747833
312.04782,199,2255.033048
312.81622,199,2255.050384
304.18906,199,2255.541196
300.5376,199,2255.557221
307.27667,199,2256.619325
300.5593,199,2256.776467
316.81137,199,2257.096661
308.41074,199,2257.366596
324.36075,199,2257.554111
310.74213,199,2257.901156
306.87552,199,2258.184992
313.7416,199,2258.200038
312.90463,199,2258.692573
322.6362,199,2258.708698
316.61676,199,2259.755194
320.32364,199,2259.911623
312.80423,199,2260.232878
302.67633,199,2260.505526
316.9139,199,2260.692971
310.71155,199,2261.047124
324.30185,199,2261.335003
314.3692,199,2261.350659
313.27878,199,2263.436548
308.79044,199,2263.45253
309.7635,199,2264.476746
316.1357,199,2264.636804
316.78574,199,2264.945742
294.17886,199,2265.207768
312.82062,199,2265.38978
310.02316,199,2265.736047
307.45663,199,2266.041494
305.55618,199,2266.058521
308.52185,199,2266.582972
329.85858,199,2266.600997
319.11746,199,2267.735266
308.6206,199,2267.902331
317.40164,199,2268.245953
298.4511,199,2268.53877
307.2706,199,2268.751557
303.0834,199,2269.129116
319.55865,199,2269.436847
307.64694,199,2269.454112
321.9169,199,2269.985555
310.7616,199,2270.003183
314.41864,199,2271.145124
312.12137,199,2271.320007
305.93146,199,2283.391733
310.447,199,2283.677482
306.79428,199,2283.881942
311.38037,199,2284.253814
304.20544,199,2284.562531
302.78506,199,2284.579428
308.80283,199,2285.108645
311.7561,199,2285.127383
309.75662,199,2286.210178
308.75143,199,2286.366407
301.53476,199,2286.687073
317.34222,199,2286.960552
313.309,199,2287.150403
310.37805,199,2287.500352
316.1506,199,2287.790524
306.00317,199,2287.807523
321.54086,199,2288.295128
313.59384,199,2288.312696
319.3683,199,2289.375305
314.30707,199,2289.536371
313.77203,199,2289.852407
320.53015,199,2290.125211
308.40115,199,2290.318383
319.5484,199,2290.672726
295.74832,199,2290.960363
312.38104,199,2290.977022
317.51212,199,2291.470607
315.53586,199,2291.486672
311.1824,199,2294.132726
312.42493,199,2294.289741
315.10376,199,2294.601561
311.47675,199,2294.868355
312.63385,199,2295.059029
299.42117,199,2295.407342
308.7942,199,2295.689668
311.66858,199,2295.707018
300.21716,199,2296.204297
316.08817,199,2296.221193
323.73413,199,2297.290552
301.60272,199,2297.453249
307.80728,199,2297.774306
312.43457,199,2298.050225
324.02722,199,2298.244657
316.37106,199,2298.602979
304.96216,199,2298.895129
298.51852,199,2298.911276
316.83417,199,2299.410932
316.1738,199,2299.427513
311.21655,199,2300.497309
322.31195,199,2300.658921
325.70435,199,2300.985063
306.08832,199,2301.257523
314.3306,199,2301.449553
325.18878,199,2301.802409
303.23438,199,2302.096454
322.68506,199,2302.113008
308.4537,199,2302.608495
311.54272,199,2302.625887
307.00156,199,2303.692449
319.71466,199,2303.85268
309.34845,199,2304.172648
315.75082,199,2304.453416
304.90417,199,2304.646416
298.77176,199,2305.000566
307.88208,199,2305.292135
316.55984,199,2305.308711
310.48724,199,2305.814526
315.50226,199,2305.830878
302.35443,199,2306.89691
300.4483,199,2307.060683
316.85168,199,2307.37858
318.16528,199,2307.65408
313.64185,199,2307.846674
311.77975,199,2308.198205
316.95407,199,2308.488035
320.77023,199,2308.503352
309.5967,199,2308.998806
304.03644,199,2309.015314
313.34793,199,2311.665062
316.37766,199,2311.819843
313.12744,199,2312.137035
304.23093,199,2312.39834
322.78537,199,2312.589126
318.1702,199,2312.942148
315.30118,199,2313.227849
299.22623,199,2313.243942
308.92865,199,2313.737864
312.79877,199,2313.753959
316.83215,199,2314.825607
318.56256,199,2314.985229
309.2264,199,2315.308768
304.23248,199,2315.585476
318.86295,199,2315.782192
303.09845,199,2316.163957
309.15796,199,2316.472203
309.45453,199,2316.49014
313.053,199,2317.026635
305.78604,199,2317.043819
310.7949,199,2318.168504
318.0655,199,2318.330102
317.73242,199,2318.651048
306.4779,199,2318.928678
311.98804,199,2319.120073
312.4359,199,2319.469012
309.83948,199,2329.69869
310.3945,199,2329.715608
313.85806,199,2330.211475
314.29,199,2330.227937
294.86688,199,2331.293982
308.6842,199,2331.4549
312.03107,199,2331.774738
321.16357,199,2332.055357
320.21155,199,2332.251073
313.938,199,2332.601586
309.3545,199,2332.893489
324.3134,199,2332.910089
312.84738,199,2333.412625
321.44058,199,2333.427774
317.57327,199,2334.497885
310.97946,199,2334.661585
315.0571,199,2334.975939
312.23584,199,2335.253737
326.4096,199,2335.460616
327.03885,199,2335.839324
318.77853,199,2336.156998
314.10477,199,2336.174847
303.56213,199,2336.71967
304.93533,199,2336.737406
318.7023,199,2339.462818
306.86746,199,2339.631224
309.84128,199,2339.965622
302.514,199,2340.249701
310.51892,199,2340.454544
321.9446,199,2340.990579
312.84012,199,2341.297873
306.5901,199,2341.315486
301.85678,199,2341.836966
316.7143,199,2341.853415
316.061,199,2342.955277
313.19977,199,2343.119844
312.8761,199,2343.437648
315.7443,199,2343.709025
311.73962,199,2343.900485
307.5477,199,2344.254759
323.689,199,2344.543254
306.06592,199,2344.559611
309.24142,199,2345.046566
306.24948,199,2345.062944
312.9016,199,2346.137497
316.48376,199,2346.295554
321.7166,199,2346.615811
314.09308,199,2346.890882
308.68774,199,2347.082964
323.57812,199,2347.432551
307.35312,199,2347.722799
315.63095,199,2347.738333
320.45444,199,2348.240505
313.61282,199,2348.257509
314.38553,199,2349.34527
300.91748,199,2349.519875
303.07172,199,2349.86112
311.57312,199,2350.156815
315.41302,199,2350.364362
317.27692,199,2350.734954
309.65738,199,2351.024322
313.42865,199,2351.03984
307.41602,199,2351.537706
312.41174,199,2351.553335
315.8228,199,2352.619378
302.694,199,2352.785474
321.8681,199,2353.107279
320.07037,199,2353.381467
308.99503,199,2353.579501
314.5609,199,2353.936931
308.14865,199,2354.228469
319.07632,199,2354.245945
315.36844,199,2354.748563
311.52023,199,2354.764791
313.02206,199,2357.392617
309.68082,199,2357.547137
324.72705,199,2357.860762
314.2755,199,2358.129509
318.863,199,2358.322598
326.68484,199,2358.665631
311.73795,199,2358.95987
318.83807,199,2358.976276
318.71472,199,2359.479112
315.88242,199,2359.495587
314.12567,199,2360.559322
315.007,199,2360.720794
310.1403,199,2361.041986
320.50418,199,2361.319572
308.5657,199,2361.510887
308.37012,199,2361.865129
319.8881,199,2362.160676
313.87347,199,2362.176914
313.68628,199,2362.673925
321.64273,199,2362.689632
311.66516,199,2363.796741
306.0271,199,2363.973668
310.52603,199,2364.317242
312.3276,199,2364.612531
308.69095,199,2364.814807
305.83685,199,2365.196192
320.60263,199,2365.510478
313.49002,199,2365.527647
320.28278,199,2366.058038
318.51007,199,2366.075194
318.5198,199,2378.74136
308.59192,199,2378.912834
308.83893,199,2379.258328
316.12238,199,2379.562103
318.38217,199,2379.770072
303.89084,199,2380.143032
317.4735,199,2380.44926
316.5244,199,2380.466615
308.662,199,2381.001588
287.5029,199,2381.018106
305.40463,199,2382.150432
306.0387,199,2382.32511
311.18097,199,2382.676821
309.1779,199,2382.959286
311.26843,199,2383.155566
316.1423,199,2383.507886
310.83954,199,2383.80077
302.16882,199,2383.816899
312.0459,199,2384.30873
309.78506,199,2384.32616
296.29385,199,2386.989905
305.50275,199,2387.154987
293.05124,199,2387.466802
319.1362,199,2387.732915
311.53748,199,2387.924761
311.7726,199,2388.278271
308.76245,199,2388.57048
305.16556,199,2388.587601
306.70575,199,2389.099703
313.43713,199,2389.115907
314.93396,199,2390.183495
303.7357,199,2390.343884
312.38852,199,2390.659682
312.92352,199,2390.934499
309.44034,199,2391.126614
319.27756,199,2391.484032
312.746,199,2391.777426
311.1446,199,2391.793144
309.77377,199,2392.297917
307.01883,199,2392.313962
314.26404,199,2393.386777
315.269,199,2393.551082
325.11484,199,2393.874079
307.2608,199,2394.146253
323.14752,199,2394.344366
308.452,199,2394.704112
308.4751,199,2394.996982
312.96252,199,2395.01318
309.224,199,2395.52841
303.86536,199,2395.546973
313.81973,199,2396.694704
314.60724,199,2396.864934
316.96085,199,2397.208885
310.32928,199,2397.49553
321.04117,199,2397.705111
303.85312,199,2398.085082
308.07416,199,2398.39126
291.3992,199,2398.410048
312.75732,199,2398.943132
311.6175,199,2398.96035
313.9589,199,2400.101014
296.238,199,2400.270266
310.39005,199,2400.614289
307.69202,199,2400.90412
305.33524,199,2401.10839
320.51782,199,2401.486771
295.33463,199,2401.797834
306.66833,199,2401.814477
308.16287,199,2402.332933
302.242,199,2402.348612
310.269,199,2404.99999
296.92294,199,2405.15402
311.50797,199,2405.458637
313.10605,199,2405.727315
303.87057,199,2405.918395
315.63412,199,2406.257936
310.02194,199,2406.542103
318.0922,199,2406.558228
327.25162,199,2407.037572
311.8451,199,2407.053208
328.2264,199,2408.096463
314.12305,199,2408.254815
313.1793,199,2408.561558
314.62787,199,2408.82917
308.41977,199,2409.022071
310.44077,199,2409.371386
317.9554,199,2409.663242
304.01987,199,2409.679553
313.27652,199,2410.167844
305.56317,199,2410.183279
303.16476,199,2411.256035
295.7318,199,2411.416443
309.07767,199,2411.737701
308.76715,199,2412.007059
310.9707,199,2412.200999
306.72107,199,2412.553634
305.84756,199,2412.838148
314.21643,199,2412.855924
302.91492,199,2413.345696
317.04596,199,2413.363288
313.6382,199,2414.50264
316.25342,199,2424.648538
315.30807,199,2424.967141
305.47708,199,2425.241423
313.00354,199,2425.433275
318.2122,199,2425.788045
309.79156,199,2426.086133
316.1734,199,2426.101278
313.70822,199,2426.60038
316.7468,199,2426.616494
319.95654,199,2427.684658
313.3816,199,2427.842374
310.2039,199,2428.164325
304.82193,199,2428.443682
296.39993,199,2428.640809
320.68365,199,2429.021799
311.16196,199,2429.335661
310.141,199,2429.354793
320.75754,199,2429.884498
315.48383,199,2429.902119
315.33112,199,2432.577215
312.30734,199,2432.733597
309.575,199,2433.059719
306.15634,199,2433.34548
316.45355,199,2433.54785
317.63992,199,2433.916863
303.92575,199,2434.215911
314.96646,199,2434.233701
322.61734,199,2434.763484
314.16245,199,2434.782281
317.44617,199,2435.921173
314.15634,199,2436.081137
314.60022,199,2436.393843
314.95184,199,2436.668926
315.32074,199,2436.860625
316.40265,199,2437.208128
324.91635,199,2437.490201
315.0858,199,2437.505452
313.65048,199,2438.002795
319.95395,199,2438.019422
315.80978,199,2439.09103
306.2075,199,2439.249454
316.35776,199,2439.566639
309.27258,199,2439.843672
306.39032,199,2440.033002
322.6957,199,2440.384108
314.53156,199,2440.667855
314.49756,199,2440.683784
313.41312,199,2441.173499
314.12814,199,2441.189847
324.2594,199,2442.247987
312.25223,199,2442.403914
306.03146,199,2442.720858
322.053,199,2442.988656
315.52115,199,2443.181876
313.94827,199,2443.534573
323.7299,199,2443.829805
312.77914,199,2443.846943
320.31464,199,2444.377601
316.29916,199,2444.393753
319.58777,199,2445.524566
311.5683,199,2445.691799
324.3915,199,2446.033971
317.89468,199,2446.324276
309.4024,199,2446.531152
317.80582,199,2446.912634
319.24805,199,2447.228876
319.9991,199,2447.24695
312.76215,199,2447.775993
311.45975,199,2447.792125
318.402,199,2450.484208
310.89886,199,2450.637835
309.90668,199,2450.947015
317.29077,199,2451.210905
317.89664,199,2451.400776
307.30853,199,2451.745878
318.25327,199,2452.037914
307.35834,199,2452.05475
311.021,199,2452.580094
318.92926,199,2452.600417
320.40445,199,2453.718973
307.2599,199,2453.890785
322.05536,199,2454.23551
320.86188,199,2454.524725
314.8089,199,2454.734766
329.8145,199,2455.118009
322.06558,199,2455.415548
318.7125,199,2455.43209
310.4026,199,2455.9302
302.45914,199,2455.947172
314.30353,199,2457.026188
308.69623,199,2457.197995
319.50766,199,2457.535555
311.73105,199,2457.805228
310.9941,199,2457.99582
312.44284,199,2458.344073
316.63538,199,2458.628885
310.94562,199,2458.644818
316.29004,199,2459.135424
322.50485,199,2459.15138
308.25177,199,2460.26473
309.88803,199,2460.436158
315.55582,199,2460.784907
315.2845,199,2461.06438
314.50543,199,2461.255003
307.43106,199,2471.499469
301.71585,199,2471.793172
299.3718,199,2471.809721
294.1939,199,2472.320805
286.1539,199,2472.337274
279.80405,199,2473.418355
285.4638,199,2473.577911
300.8276,199,2473.902448
283.5072,199,2474.176417
284.44476,199,2474.373392
295.04724,199,2474.725419
292.3572,199,2475.020519
288.0287,199,2475.036311
285.19717,199,2475.529163
289.26508,199,2475.54607
297.24673,199,2478.192363
301.24832,199,2478.350254
285.18182,199,2478.661041
285.20883,199,2478.928542
288.35193,199,2479.121571
296.38443,199,2479.469805
292.78183,199,2479.752408
295.55527,199,2479.768566
293.78104,199,2480.275724
302.29068,199,2480.292019
298.69604,199,2481.35811
297.62534,199,2481.521695
269.02197,199,2481.845153
288.04233,199,2482.124883
310.2,199,2482.325517
299.21994,199,2482.682788
288.74622,199,2482.977159
290.30594,199,2482.994444
281.5434,199,2483.501838
297.32526,199,2483.517511
294.26422,199,2484.607442
293.19647,199,2484.770182
285.0492,199,2485.090311
298.5828,199,2485.376374
295.08102,199,2485.577463
290.56497,199,2485.923874
284.1642,199,2486.217401
277.23712,199,2486.23645
267.79678,199,2486.770666
283.6451,199,2486.789326
281.47437,199,2487.943154
295.951,199,2488.112721
289.40417,199,2488.453784
292.78976,199,2488.747193
305.81042,199,2488.95553
300.2432,199,2489.346792
301.87122,199,2489.65601
296.09244,199,2489.672949
283.75073,199,2490.208356
300.59216,199,2490.225301
289.04544,199,2491.367898
309.3326,199,2491.540722
297.7018,199,2491.883126
288.0406,199,2492.178492
303.7007,199,2492.374573
287.44293,199,2492.725938
289.60596,199,2493.018057
283.0231,199,2493.034974
301.39746,199,2493.536929
276.91312,199,2493.552625
296.3044,199,2496.220185
282.2517,199,2496.378048
283.31937,199,2496.697677
295.6797,199,2496.959375
290.81744,199,2497.152251
293.5702,199,2497.507522
298.9128,199,2497.797904
300.58313,199,2497.815328
286.18723,199,2498.329894
278.55774,199,2498.345895
304.84268,199,2499.474568
282.01605,199,2499.648334
288.05624,199,2499.994881
294.89938,199,2500.288852
283.40558,199,2500.493731
272.15384,199,2500.879629
281.48044,199,2501.191074
298.6823,199,2501.207635
300.54596,199,2501.711634
298.71014,199,2501.729304
287.83206,199,2502.876234
272.96274,199,2503.044965
273.46988,199,2503.388292
280.94083,199,2503.683825
285.781,199,2503.890809
288.9362,199,2504.280906
290.80652,199,2504.597883
276.11145,199,2504.615597
282.82587,199,2505.149987
289.06042,199,2505.167151
286.98962,199,2506.329736
280.61655,199,2506.503379
286.33282,199,2506.849861
282.21942,199,2507.146002
308.04483,199,2507.350942
294.48254,199,2507.738564
295.28317,199,2508.052749
283.17148,199,2508.071344
